gtin;ndFreeOfAlcohol;gln;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
3,15947E+12;;38000000072;Ontbijtgranen van tarwezemelen. van nature uit rijk aan vezels (27%). verrijkt met vitaminen (B1. B2. niacine. B6. foliumzuur. B12) en ijzer.;Ontbijtgranen;Kellogg's All-Bran Plus 500 g;Kellogg's ALL BRAN FLAKES 500g;"Ingrediënten: TARWEZEMELEN (87%), suiker, GERSTEMOUTAROMA, zout, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, B12), ijzer.

Allergenen: zie ingrediëntenlijst, in vet gemarkeerd."
3,15947E+12;;38000000072;Assortiment van individuele verpakkingen van ontbijtgranen op basis van maïs. rijst en tarwe.;Ontbijtgranen;Kellogg's Variety Mini Packs 8 Stuks 215 g;Kellogg's Variety 220g;"Ingrediënten: Granen (maïs, rijst, TARWEMEEL), suiker, glucosesiroop, cacaopoeder, cacaopoeder met verlaagd vetgehalte, zout, GERSTEMOUTEXTRACT, honing, cacaomassa, maïsvezels, aroma's, natuurlijk aroma, kaneel, kleurstof (carotenen), magere MELKPOEDER, SOJA-eiwit isolaat, vitamine D, vitamine B1, vitamine B2, niacine, vitamine B6, foliumzuur, vitamine B12, ijzer

Bevat mogelijk: pindanoten, gluten van andere granen.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
3,15947E+12;;38000000072;RIJST-. VOLKORENTARWE- EN GERSTVLOKKEN MET GEVRIESDROOGDE RODE VRUCHTEN. VERRIJKT MET VITAMINEN EN MINERALEN.;Ontbijtgranen;Kellogg's Special K Red Fruits 300g;Kellogg's SPECIAL K Red Fruit 300g;"Ingrediënten: Rijst (44%), VOLKORENTARWE (35%), suiker, GERST (4.5%), gevriesdroogd fruit (4.5%) (aardbei, kers), gemout GERSTEMEEL (3.5%), GERSTEMOUTAROMA, zout, Vitaminen en mineralen: vitaminen (niacine, B2, B1, B6, foliumzuur, D, B12), ijzer, zink.

Bevat mogelijk melk.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
3,15947E+12;;38000000072;RIJST-. VOLKORENTARWE- EN GERSTVLOKKEN MET PURE CHOCOLADEKRULLEN. VERRIJKT MET VITAMINEN EN MINERALEN.;Ontbijtgranen;Kellogg's Special K Pure Chocolade 300 g;Kellogg's SPECIAL K Dark Chocolate 300g;"Ingrediënten: Rijst (39%), VOLKORENTARWE (31%), chocolade (14%) (suiker, cacaomassa, MELKVET, cacaoboter, emulgator {SOJALECITHINE}), suiker, GERST (4%), gemout GERSTEMEEL (3%), GERSTEMOUTAROMA, zout, Vitaminen en mineralen: Vitaminen (niacine, B2, B1, B6, foliumzuur, D, B12) ijzer, zink

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
4,00399E+12;;38000000072;VOLKORENGRANENRINGETJES MET HONING. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Miel Pops Loops 375 g;Kellogg's HONEY LOOPS 375g;"Ingrediënten: Granenmeel (74%) (VOLKORENTARWE, VOLKORENHAVER, VOLKORENGERST, VOLKORENROGGE), suiker, honing (3%), glucosesiroop, zout, tricalciumfosfaat, kleurstof (carotenen), antioxidanten (ascorbylpalmitaat, alfatocoferol), Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, B12, D), ijzer.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
4,00399E+12;;38000000072;GEPOFTE EN GEKARAMELISEERDE TARWEKORRELS. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Smacks 375 g;Kellogg's SMACKS 375g;"Ingrediënten: TARWE (55%), suiker, glucosesiroop, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
4,00399E+12;;38000000072;KROKANTE ONTBIJTGRANEN VAN TARWE MET CHOCOLADE. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Coco Pops Chocos 375 g;Kellogg's CHOCOS 375g;"Ingrediënten: TARWEMEEL (66%), suiker, chocoladepoeder (11%) (suiker, cacaopoeder), cacaopoeder met verlaagd vetgehalte, glucosesiroop, zout, kaneel, natuurlijk aroma, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, B12, D), ijzer.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,00013E+12;;38000000072;VOLKORENTARWEVLOKKEN MET ZEMELEN. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's All-Bran Flakes 375 g;Kellogg's ALL BRAN FLAKES 375g;"Ingrediënten: VOLKORENTARWE (59%), TARWEZEMELEN (18%), VOLKORENBLOEM, suiker, glucosesiroop, GERSTEMOUTAROMA, zout, natuurlijk aroma, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,00013E+12;;38000000072;VOLKORENTARWEVLOKKEN MET GEDROOGD FRUIT EN HAZELNOTEN. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's All-Bran Fruit'n Fibre 500 g;Kellogg's ALL BRAN FRUIT 'n' FIBRE 500g;"Ingrediënten: VOLKORENTARWE (70%), gedroogd fruit en HAZELNOTEN (26%) (rozijnen, kokosnoot, banaan {banaan, kokosnootolie, suiker}, appel, HAZELNOTEN), suiker, zout, GERSTEMOUTAROMA, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer.

Bevat mogelijk andere noten.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05008E+12;;38000000072;Rijst-. volkorentarwe- en gerstvlokken met melkchocoladekrullen. verrijkt met vitaminen en mineralen.;Ontbijtgranen;Kellogg's Special K Melk Chocolade 300 g;Kellogg's SPECIAL K Milk Chocolate 300g;"Ingrediënten: Rijst (39%), VOLKORENTARWE (31%), MELKCHOCOLADE (14%) (suiker, cacaomassa, cacaoboter, volle MELKPOEDER, magere MELKPOEDER, emulgator {SOJALECITHINE}, natuurlijk vanille aroma), suiker, GERST (4%), gemout GERSTEMEEL (3%), GERSTEMOUTAROMA, zout, Vitaminen en mineralen: vitaminen (niacine, B2, B1, B6, foliumzuur, D, B12), ijzer, zink.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05383E+12;;38000000072;GRANENRINGETJES MET FRUITSMAAK.;Ontbijtgranen;Kellogg's Unicorn Froot Loops 375 g;Kellogg's Froot Loops 375g;"Ingrediënten: Granenmeel VOLKORENHAVER, TARWE, maïs), suiker, glucosesiroop, zout, natuurlijk citrusvruchtenaroma met andere natuurlijke aroma's, fruit- en groentenconcentraten(radijs, appel, zwarte bes, wortel, kers), kleurstof(carotenen)

Bevat mogelijk soja

Voor allergenen: zie ingrediënten in vet qemarkeerd. 
"
5,05383E+12;;38000000072;RIJST-. VOLKORENTARWE- EN GERSTVLOKKEN. VERRIJKT MET VITAMINEN EN MINERALEN.;Ontbijtgranen;Kellogg's Special K Original 375 g;Kellogg's SPECIAL K Original 375g;"Ingrediënten: Rijst(46%), VOLKORENTARWE(37%), suiker, GERST(5%), gemout GERSTEMEEL(3.5%), GERSTEMOUTAROMA, zout, Vitaminen en mineralen: Vitaminen(niacine, B2, B1, B6, foliumzuur, D, B12) ijzer, zink.

Bevat mogelijk Melk

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05383E+12;;38000000072;GEPOFTE RIJSTKORRELS MET CHOCOLADESMAAK. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Coco Pops 330 g;Kellogg's COCO POPS 330g;"Ingrediënten: Rijst, glucosesiroop, suiker, cacaopoeder met verlaagd vetgehalte, cacaomassa, zout, GERSTEMOUTEXTRACT, aroma's, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer. 

Bevat mogelijk melk.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05383E+12;;38000000072;GEPOFTE EN GEROOSTERDE RIJSTKORRELS. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Rice Krispies 375 g;Kellogg's RICE KRISPIES 375g;"Ingrediënten: Rijst, suiker, zout, GERSTEMOUTAROMA, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05383E+12;;38000000072;GESUIKERDE MAÏSVLOKKEN. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Frosties 375 g;Kellogg's FROSTIES 375g;"Ingrediënten: Maïs, suiker, GERSTEMOUTAROMA, zout , Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer.

Bevat mogelijk pindanoten.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05383E+12;;38000000072;GEROOSTERDE MAÏSVLOKKEN. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Corn Flakes 375 g;Kellogg's CORN FLAKES 375g;"Ingrediënten: Maïs, suiker, GERSTEMOUTAROMA, zout, Vitaminen en mineralen: vitaminen(niacine, B6, B2, B1, foliumzuur, D, B12), ijzer.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05383E+12;;38000000072;ONTBIJTGRANEN GEVULD MET CHOCOLADE- EN HAZELNOTENSMAAK. VERRIJKT MET VITAMINEN.;Ontbijtgranen;Kellogg's TRESOR Choco & Nuts 410G;Kellogg's TRESOR Choco & Nuts 410G;INGREDIËNTEN: Granenmeel (53%) (TARWE, HAVER, rijst), vulling met chocolade- en HAZELNOOTSMAAK (suiker, plantaardige oliën {palm, zonnebloem, raapzaad}, glucosestroop, chocolade (4%) {suiker, cacaomassa}, magere cacaopoeder, MELKWEIPOEDER, MAGEREMELKPOEDER, HAZELNOTEN (1%), emulgator {zonnebloemlecithine}, natuurlijk aroma), suiker, zout, kleurstoffen (annatto norbixine, carotenen), antioxidanten (ascorbylpalmitaat, alfatocoferol), riboflavine, thiamine, vitamine B6, vitamine B12.
5,05383E+12;;38000000072;ONTBIJTGRANEN GEVULD MET MELKCHOCOLADE. VERRIJKT MET VITAMINEN.;Ontbijtgranen;Kellogg's TRESOR Milk choco 410G;Kellogg's TRESOR Milk choco 410G;INGREDIËNTEN: Granenmeel (55%) (TARWE, HAVER, rijst), vulling met MELKCHOCOLADESMAAK (suiker, plantaardige oliën {zonnebloem, raapzaad, palm}, MELKCHOCOLADE (9%) {suiker, cacaomassa, MELKWEIPOEDER, MELKVET, VOLLEMELKPOEDER, cacaoboter}, glucosestroop, magere cacaopoeder, VOLLEMELKPOEDER, MAGEREMELKPOEDER, emulgator {SOJALECITHINE}, citroenzuur), suiker, zout, kleurstoffen (annatto norbixine, carotenen), antioxidanten (ascorbylpalmitaat, alfatocoferol).VITAMINEN: Riboflavine, thiamine, vitamine B6, vitamine B12.
5,05383E+12;;38000000072;GEPOFTE MAÏS MET HONING. VERRIJKT MET VITAMINEN EN IJZER.;Ontbijtgranen;Kellogg's Miel Pops 375 g;Kellogg's HONEY POPS 375g;"Ingrediënten: Maïsmeel (76%) , suiker, glucosesiroop, maïsvezel, honing (2%), zout, GERSTEMOUTEXTRACT, kleurstof (carotenen), magere MELKPOEDER  , SOJA-eiwit isolaat, Vitaminen en mineralen: vitaminen (niacine, B6, B2, B1, foliumzuur, D, B12), ijzer.

Bevat mogelijk: gluten uit andere granen.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05399E+12;;38000000072;HARTIGE SNACK.;Hartige snack;;Pringles Original 40g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK MET ZURE ROOM- & UIENSMAAK.;Hartige snack;;Pringles Sour Cream & Onion 40g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, zure room- & uienkruiderij (uienpoeder, TARWEZETMEEL, maltodextrine, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, dextrose, zonnebloemolie, zout, aroma's {MELK}, suiker, zureroompoeder {MELK}, gemodificeerd maïszetmeel, zoet weipoeder {MELK}, glucosestroop, voedingszuren {citroenzuur, melkzuur, appelzuur}, MELKEIWITTEN), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK MET ZURE ROOM- & UIENSMAAK.;Hartige snack;;Pringles Sour Cream&Onion 70g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, zure room- & uienkruiderij (uienpoeder, TARWEZETMEEL, maltodextrine, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, dextrose, zonnebloemolie, zout, aroma's {MELK}, suiker, zureroompoeder {MELK}, gemodificeerd maïszetmeel, zoet weipoeder {MELK}, glucosestroop, voedingszuren {citroenzuur, melkzuur, appelzuur}, MELKEIWITTEN), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK MET KAAS- & UIENSMAAK.;Hartige snack;;Pringles CHEESE&ONION CHO 165g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, kaas- & uienkruiderij (uienpoeder, dextrose, maltodextrine, glucosestroop, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, gemodificeerd maïszetmeel, zout, gistextract, aroma's, lactose {MELK}, gegranuleerde bouillon {zout, gehydrolyseerd plantaardig eiwit, zonnebloemolie}, kaaspoeder {MELK}, voedingszuren {melkzuur, citroenzuur}), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK MET PITTIG GEKRUIDE SMAAK.;Hartige snack;;Pringles Hot & Spicy H&S 165g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, pittige kruiderij (specerijen, suiker, tomatenpoeder, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatiriuminosinaat}, TARWEZETMEEL, gegranuleerde bouillon {zout, gehydrolyseerd plantaardig eiwit, zonnebloemolie}, dextrose, zonnebloemolie, zoet weipoeder {MELK}, gemodificeerd maïszetmeel, gistextract, aroma's, cayennepepersauspoeder {gerijpte rode pepers, azijn, knoflook}, zout, voedingszuren {citroenzuur, melkzuur}, maltodextrine, kruiden, kleurstof {paprika-extract}, glucosestroop, MELKEIWITTEN), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK;Hartige snack;Pringles Original 165 g;Pringles Original 165g;"Ingrediënten: Gedehydrateerde aardappelen, plantaardige oliën (zonnebloem, maïs), rijstbloem, TARWEZETMEEL, maïsmeel, emulgator (E471), maltodextrine, zout, gistextract, gistpoeder, kleurstof (annatto) 
"
5,05399E+12;;38000000072;HARTIGE SNACK MET ZOUT & AZIJNSMAAK.;Hartige snack;;Pringles Salt & Vinegar 165g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, zout- en azijnkruiderij (aroma's {GERST}, aardappelzetmeel, lactose {MELK}, maltodextrine, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, zout, voedingszuren {citroenzuur, appelzuur}, zonnebloemolie), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK MET ZURE ROOM- & UIENSMAAK.;Hartige snack;;Pringles Sour Cream & Onion 165g;"Ingrediënten: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, zure room- & uienkruiderij (uienpoeder, TARWEZETMEEL, maltodextrine, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, dextrose, zonnebloemolie, zout, aroma's {MELK}, suiker, zureroompoeder {MELK}, gemodificeerd maïszetmeel, zoet weipoeder {MELK}, glucosestroop, voedingszuren {citroenzuur, melkzuur, appelzuur}, MELKEIWITTEN), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine)
"
5,05399E+12;;38000000072;HARTIGE SNACK MET ZUREROOMSMAAK.;Hartige snack;;Pringles Kicking Sour Cream 160g;"Ingrediënten: Rijstbloem, zonnebloemolie, gedehydrateerde aardappelen, maïsmeel, maltodextrine, zureroomkruiderij (uienpoeder, smaakversterkers (mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat), dextrose, zout, zureroompoeder {MELK}, zonnebloemolie, suiker, zoet weipoeder {MELK}, TARWEZETMEEL, gemodificeerd maïszetmeel, aroma's {MELK, chili-extract}, glucosestroop, voedingszuren {citroenzuur, melkzuur}, MELKEIWITTEN), emulgator (E471), gemodificeerd zetmeel, TARWEMEEL, zout
"
5,05399E+12;;38000000072;HARTIGE SNACK MET PIKANTE BARBECUESMAAK.;Hartige snack;;Pringles Spicy BBQ 160g;"Ingrediënten: Rijstbloem, zonnebloemolie, gedehydrateerde aardappelen, maïsmeel, maltodextrine, kruiderij met smaak van pikante barbecue (suiker, smaakversterkers {mononatriumglutamaat, dinatrium-5'-ribonucleotiden}, uienpoeder, paprikapoeder, knoflookpoeder, specerijen {cayennepeper, zwarte peper, chilipeper, komijn}, weipermeaatpoeder {MELK}, zout, kleurstoffen {karamel, paprika-extract, annatto bixine}, aroma's, tomatenpoeder, voedingszuren {citroenzuur, appelzuur}, gistextract, rookaroma's, koolzaadolie, oregano, gerookte zonnebloemolie, zonnebloemolie), emulgator (E471), gemodificeerd zetmeel, TARWEMEEL, zout
"
5,05399E+12;;38000000072;HARTIGE SNACK MET SMAAK VAN KAAS EN CHILLI.;Hartige snack;;Pringles Spicy Cheese Chili 160g;"Ingrediënten: Rijstbloem, zonnebloemolie, gedehydrateerde aardappelen, maïsmeel, maltodextrine, kruiderij met smaak van kaas en chili (maltodextrine, lactose {MELK}, zout, dextrose, karnemelkpoeder {MELK}, smaakversterkers {mononatriumglutamaat, dinatrium-5'-ribonucleotiden}, aroma's, kaaspoeder {MELK}, suiker, specerijen {chilipoeder, witte peper}, knoflookpoeder, gistextract, voedingszuur {melkzuur}, zuurteregelaar {calciumlactaat}, zonnebloemolie, maiszetmeel, kleurstof {paprika-extract}), emulgator (E471), gemodificeerd zetmeel, TARWEMEEL, zout
"
5,05399E+12;;38000000072;HARTIGE SNACK MET PAPRIKASMAAK.;Hartige snack;Pringles Hot Paprika 40g;Pringles Hot Paprika 40g;INGREDIËNTEN: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, paprikakruiderij (suiker, paprikapoeder, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, dextrose, gistpoeder, uienpoeder, zout, gegranuleerde bouillon {zout, gehydrolyseerd plantaardig eiwit, zonnebloemolie}, aroma's, knoflookpoeder, kleurstof {paprika-extract}, voedingszuur {citroenzuur}, zoet weipoeder {MELK}), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine).
5,05399E+12;;38000000072;HARTIGE SNACK MET PAPRIKASMAAK.;Hartige snack;Pringles Hot Paprika HPR 165g;Pringles Hot Paprika HPR 165g;INGREDIËNTEN: Gedehydrateerde aardappelen, zonnebloemolie, TARWEMEEL, maïsmeel, rijstbloem, paprikakruiderij (suiker, paprikapoeder, smaakversterkers {mononatriumglutamaat, natriumguanylaat, dinatriuminosinaat}, dextrose, gistpoeder, uienpoeder, zout, gegranuleerde bouillon {zout, gehydrolyseerd plantaardig eiwit, zonnebloemolie}, aroma's, knoflookpoeder, kleurstof {paprika-extract}, voedingszuur {citroenzuur}, zoet weipoeder {MELK}), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine).
5,05399E+12;;38000000072;HARTIGE SNACK MET TEXAS BARBECUESAUSSMAAK.;Hartige snack;Pringles Barbecue BBQ 165g;Pringles Barbecue BBQ 165g;INGREDIËNTEN: Gedehydrateerde aardappelen, plantaardige oliën (zonnebloem, palm, maïs) in wisselende verhoudingen, TARWEMEEL, maïsmeel, rijstbloem, barbecuekruiderij (suiker, lactose {MELK}, zout, uienpoeder, smaakversterkers {mononatriumglutamaat, dinatrium-5'-ribonucleotiden}, tomatenpoeder, paprikapoeder, gistextract, aroma's, rookaroma's, johannesbroodpoeder, zuurteregelaar {natriumdiacetaat}, voedingszuren {appelzuur, citroenzuur}, knoflookpoeder, zonnebloemolie, maiszetmeel, kleurstof {paprika-extract}, maltodextrine), maltodextrine, emulgator (E471), zout, kleurstof (annatto norbixine).
5,05399E+12;;38000000072;HARTIGE SNACK MET SMAAK VAN PITTIGE CHORIZO.;Hartige snack;Pringles Chorizo 160g;Pringles Chorizo 160g;INGREDIËNTEN: Rijstbloem, zonnebloemolie, gedehydrateerde aardappelen, maïsmeel, maltodextrine, kruiderij met smaak van pittige chorizo (lactose {MELK}, zout, dextrose, suiker, gerookte paprikapoeder, specerijen {chilipeper, zwarte peper, venkel, witte peper}, gistextract, karnemelkpoeder {MELK}, aroma's, knoflookpoeder, voedingszuren {citroenzuur, melkzuur}, smaakversterkers {mononatriumglutamaat, dinatrium-5'-ribonucleotiden}, zuurteregelaar {calciumlactaat}, zonnebloemolie), emulgator (E471), gemodificeerd zetmeel, TARWEMEEL, zout.
5,05399E+12;;38000000072;HARTIGE SNACK MET ZOETE CHILISMAAK.;Hartige snack;Pringles Spicy Chili 160g;Pringles Spicy Chili 160g;INGREDIËNTEN: Rijstbloem, zonnebloemolie, gedehydrateerde aardappelen, maïsmeel, maltodextrine, kruiderij met smaak van zoete chili (suiker, dextrose, smaakversterkers {mononatriumglutamaat, dinatrium-5'-ribonucleotiden}, specerijen {knoflook, ui, rode paprika’s, chilipeper, cayennepeper, komijn}, zout, aroma's, zuurteregelaar {natriumdiacetaat}, voedingszuren {citroenzuur, melkzuur}, tomatenpoeder, melassepoeder, koolzaadolie, kleurstof {paprika-extract}, weipermeaatpoeder {MELK}, oregano), emulgator (E471), gemodificeerd zetmeel, TARWEMEEL, zout.
5,05932E+12;;38000000072;GEMENGDE GRAANVORMEN MET KANEELSMAAK.;Ontbijtgranen;;Kellogg's Zimmy Cin 330g;"Ingrediënten: Granenmeel (VOLKORENTARWE 36%, maïs 27%, VOLKORENGERST 11%, VOLKORENHAVER 4.5%), bruine suiker, glucosesiroop, kaneel, zonnebloemolie, natuurlijke aroma's, zout, acerola-extract

Bevat mogelijk gluten uit andere granen.

Voor allergenen: zie ingrediënten in vet gemarkeerd.
"
5,05932E+12;;38000000072;GEMENGDE ONTBIJTGRANEN MET EEN ASSORTIMENT VAN CHOCOLADEVULLINGEN (MELK. WIT EN HAZELNOTENSMAAK). VERRIJKT MET VITAMINEN.;Ontbijtgranen;Kellogg's TRESOR Choco Roulette 410G;Kellogg's TRESOR Choco Roulette 410G;INGREDIËNTEN: Granenmeel (54%) (TARWE, HAVER, rijst), suiker, plantaardige oliën (palm, zonnebloem, koolzaad) in wisselende verhoudingen, glucosesiroop, MELKCHOCOLADE (4%) (suiker, cacaomassa, MELKWEIPOEDER, MELKVET, VOLLEMELKPOEDER, cacaoboter), magere MELKPOE VITAMINEN: Riboflavine, thiamine, vitamine B6, vitamine B12.
5,05932E+12;;38000000072;KUSSEN VAN CACAOGRANEN MET EEN VULLING MET ROOMSMAAK. VERRIJKT MET VITAMINEN.;Ontbijtgranen;Kellogg's TRESOR Cookies & Cream 410g;Kellogg's TRESOR Cookies & Cream 410g;INGREDIËNTEN: Granenmeel (54%)(TARWE, VOLKORENTARWE, maïs), suiker, plantaardige oliën (palm, koolzaad, zonnebloem), maltodextrine, cacaopoeder met verlaagd vetgehalte (3%), calciumcarbonaat, volle MELKPOEDER (1.5%), zout, roompoeder (MELK) (0.7%), emulgator (SOJALECITHINE), natuurlijk aroma, riboflavine, thiamine, vitamine B6, vitamine B12, antioxidanten (ascorbylpalmitaat, alfatocoferol).
59082422;;1,09421E+12;;;;Lipton Cold Infuse Elderflower Rose;
59082446;;1,09421E+12;;;;Lipton Cold Infuse Lemon Chamomile;
59082453;;1,09421E+12;;;;Lipton Cold Infuse Pomegranate Hibiscus;
74410741860;;1,09421E+12;;;;Jap groene thee blik 340g;
1,14077E+12;;1,09421E+12;;;;Crostini met zeezout rozemarijn;
1,14077E+12;;1,09421E+12;;;;Croutons met knoflook en zw peper;
2,15E+12;;1,09421E+12;;;;FAV QUINOA BRUINE RIJST RAINBOW;
2,20077E+12;;1,09421E+12;;;;Pizza Quattro formaggi;
2,20079E+12;;1,09421E+12;;;;Pizza Tonno;
2,20081E+12;;1,09421E+12;;;;Hoofdgerecht menu;
2,20083E+12;;1,09421E+12;;;;Pizza Funghi;
2,20201E+12;;1,09421E+12;;;;Hoofdgerecht luxe vis;
2,20205E+12;;1,09421E+12;;;;Ovengerecht vlees;
2,20213E+12;;1,09421E+12;;;;Bijgerecht Lokaal 5;
2,20217E+12;;1,09421E+12;;;;Pizza Verdura;
2,20275E+12;;1,09421E+12;;;;Pizza Salami;
2,22027E+12;;1,09421E+12;;;;Pizza pollo;
2,22088E+12;;1,09421E+12;;;;Rijke macadamia melange met cranberry;
2,22129E+12;;1,09421E+12;;;;Verse yoghurt aardbei 2;
2,2213E+12;;1,09421E+12;;;;Verse yoghurt muesli.;
2,22398E+12;;1,09421E+12;;;;Cheeseburger;
2,22399E+12;;1,09421E+12;;;;Jalapenoburger;
2,22401E+12;;1,09421E+12;;;;Halloumiburger;
2,22403E+12;;1,09421E+12;;;;Truffelburger;
2,22405E+12;;1,09421E+12;;;;Kabeljauwburger;
2,22406E+12;;1,09421E+12;;;;Soep vd dag ltr;
2,22416E+12;;1,09421E+12;;;;Penne spelt volkoren;
2,22482E+12;;1,09421E+12;;;;Spaghetti alla chitarra;
2,22566E+12;;1,09421E+12;Half wit tarwebrood;;;AH Vloer wit half (bake off);"Ingrediënten: TARWEbloem, water, bakkersgist, TARWEgries, gejodeerd zout, vegetarisch WEIpoeder, ROOMBOTERconcentraat, rijstmeel, SOJAbloem, TARWEmoutmeel, meelverbeteraar (ascorbinezuur [E300]), natuurlijk aroma.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.90g per 100 gram"
2,22728E+12;;1,09421E+12;;;;Ah slagerij varkensrollade;
2,22729E+12;;1,09421E+12;;;;Ah slagerij speklappen gekruid;
2,23451E+12;;1,09421E+12;;;;Slag hamschijf;
2,23573E+12;;1,09421E+12;;;;FS comp Tonijn;
2,23653E+12;;1,09421E+12;;;;FS comp Olijven in plakjes;
2,23696E+12;;1,09421E+12;;;;FS comp Knoflooksaus;
2,23698E+12;;1,09421E+12;;;;FS comp BBQ saus;
2,23743E+12;;1,09421E+12;Gesuikerde pecannoten met ahornsiroop. gecoat met 65% witte chocolade en 1.5% melkchocolade;;Chocolade pecan maple verpakt;Chocolade maple pecan blokzak ;"Ingrediënten: suiker, 24% pecannoot, vollemelkpoeder, cacaoboter, 1% ahornsiroop, gemodificeerd tapiocazetmeel, glucosestroop, emulgator (sojalecithine [E322], mono- en diglyceriden van vetzuren [E471]), cacaomassa, natuurlijk vanillearoma, kokosolie, glansmiddel (schellak [E904]), zuurteregelaar (citroenzuur [E330]), conserveermiddel (sorbinezuur [E200]).
Cacaobestanddelen ten minste 30%, melkbestanddelen ten minste 15%.
droge melkbestanddelen ten minste 22%."
