gtin;ndFreeOfAlcohol;gln;regulatedProdName;functionalName;labelDescription;TradeItemDescr;ingredient_informatie
3,27016E+12;TRUE;8,71115E+12;Frambozentaart;taart frambozen;Picard frambozentaart;CE Picard frambozentaart 500g;Ingrediënten: Framboos** 38,8%, TARWEmeel* (GLUTEN) 16,4%, frambozenpuree** 15,5%, suiker* 14,8%, boter* (MELK) 6,6%, EI van hennen met vrije uitloop* (vloeibaar, gepasteuriseerd)2,8%, water*, appelextract, maïszetmeel, zout, geconcentreerd citroensap. Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt: soja, noten.
3,27016E+12;TRUE;8,71115E+12;moelleux met chocolade;moelleux;Picard moelleux chocolade;Picard moelleux chocolade 2x100g;"Ingrediënten: Gepasteuriseerd vloeibaar heel EI, chocolade 22,2% (suiker, cacaomassa,cacaoboter, emulgator : SOJAlecithine, natuurlijk vanillearoma), suiker, tarwemeel (GLUTEN), geconcentreerde boter (MELK), kokosolie. 

Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt : noten."
3,27016E+12;TRUE;8,71115E+12;"2 kleine stokbroden natuur met ""Label Rouge"" tarwemeel - voorgebakken - diepvries";ovenstokbroden mini;Picard ovenstokbroden mini 260g;Picard ovenstokbroden mini 260g;"Ingrediënten: Tarwemeel type 65 ""Label Rouge"" 48,2% [tarwemeel (GLUTEN), tarweGLUTEN, gemout tarwemeel (GLUTEN), meelverbeteraar : ascorbinezuur], water, zuurdesem 19,4% [tarwemeel type 65 ""Label Rouge"" (tarwemeel (GLUTEN), tarweGLUTEN, gemout tarwemeel (GLUTEN), meelverbeteraar : ascorbinezuur), water] vloeibare gist, zout, gedeactiveerde gist.
Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt : noten, sesam."
3,27016E+12;TRUE;8,71115E+12;geitenkaas-spinazie mandjes;Geitenkaas-spinazie mandjes;Picard 4 geitenkaas/spinazie mandjes;CE Picard 4xgeitenkaas/spinazie mandjes 440g;"Ingrediënten: 
              TARWEmeel (GLUTEN), water, boter (MELK) 16,2%, spinazie 15,8%, verse room (MELK) 9,7%, geitenkaas (MELK) 6,3%, gesmolten geitenkaas (MELK) 3% (geitenkaas (MELK), water), gepasteuriseerd vloeibaar heel EI gepasteuriseerde vloeibare, zout, EIgeel en -wit, nootmuskaat, peper. Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt: schaaldieren, vis, noten, selderij, mosterd, sesam, weekdieren."
3,27016E+12;TRUE;8,71115E+12;2 fijne appeltartelettes bladerdeeg, roomboter - gebakken - diepvries;Appeltaartjes;Picard appeltaartjes 170g;Picard appeltaartjes 170g;"Ingrediënten: Appel (appel 61,8%, citroenextract, zout, acerola-extract), bladerdeeg met roomboter 29,1% [TARWEmeel (GLUTEN), boter (MELK) 9,6%, water, zout], boter (MELK) 5,4%, suiker, kaneel 0,07%.
Kan sporen bevatten van: schaaldieren, ei, vis, soja, noten, selderij, mosterd, sesam, weekdieren."
3,27016E+12;TRUE;8,71115E+12;Roombotercroissants, met Beurre des Charentes BOB, bakklaar, diepgevroren;Croissants;Roomboter croissants;CE Picard 8 croissants 440g;"Ingrediënten: 
              TARWEmeel* 44% [TARWEmeel (GLUTEN), TARWEGLUTEN], Beurre des Charentes* BOB** 24% (MELK), water*, gist*, suiker* 4%, heel EI vloeibaar, gezoet, gepasteuriseerd afkomstig van vrije-uitloopkippen* (EI, vloeibare suiker), zout*, TARWEGLUTEN*, verbeteraar [TARWEmeel* (GLUTEN), acerolapoeder, enzymer]. 
Product verwerkt in een bedrijf waar de volgende zaken worden gebruikt: soja, noten. 
*Ingrediënt van Franse oorsprong. ** BOB: Beschermende Oorsprongsbenaming. 
"
3,27016E+12;TRUE;8,71115E+12;Chocoladebroodjes met roomboter, bakklaar, diepgevroren;Chocolade croissants;Roomboter chocolade croissants;Picard 6 choc croissants 420g;"Ingrediënten: 
              TARWEmeel* 42,2% [TARWEmeel (GLUTEN), TARWEGLUTEN], water*, boter* (MELK) 16%, chocolade 11% (suiker, cacaomassa, cacaoboter, emulgator: SOJAlecithine), gist*, suiker*, heel EI vloeibaar, gezoet, gepasteuriseerd afkomstig van vrije-uitloopkippen* (EI, vloeibare suiker), zout*, TARWEGLUTEN*, verbeteraar [TARWEmeel* (GLUTEN), acerolapoeder, enzymer ].
Product verwerkt in een bedrijf waar de volgende zaken worden gebruikt: noten. 
*Ingrediënt van Franse oorsprong. 
"
3,27016E+12;TRUE;8,71115E+12;Mini-croissants roomboter diepgevroren;croissants;Picard mini croissant 10x25g;Picard mini croissant 10x25g;"Ingrediënten: 
              TARWEmeel* 43,8% [TARWEmeel (GLUTEN), TARWEGLUTEN], boter* 24 % (MELK), water*, gist*, suiker*, heel EI vloeibaar, gezoet, gepasteuriseerd afkomstig van vrije-uitloopkippen* (EI, vloeibare suiker), zout*, TARWEGLUTEN*, verbeteraar [TARWEmeel* (GLUTEN), acerolapoeder, enzymer].
Product verwerkt in een bedrijf waar de volgende zaken worden gebruikt: soja, noten.
*Ingrediënt van Franse oorsprong. 
"
3,27016E+12;TRUE;8,71115E+12;Loempia's met garnalen;loempia met garnalen;Picard 8 loempia's garnalen;CE Picard 8 loempia's met garnalen 240g;Ingrediënten:  Loempia's met garnalen (200 g) : water, garnalen 17,8% [garnalen (SCHAALDIEREN), conserveermiddel : natriumdisulfiet (SULFIETEN)], rijstmeel, zonnebloemolie, wortel 5,9%, gerehydrateerde vermicelli van erwten, ui 4,9%, groene kool 4,8%, SOJAmeel, gerehydrateerde Chinese champignons 2,3%, maniokzetmeel, koriander, gedroogde ui 1%, nuoc mam-saus (VIS, zout, water), citroengras, basilicum, lookpulp, gemberpuree, zout, suiker. Nuoc mam-saus (40 g) : water, suiker, nuoc mam 14% (VIS, zout, water), alcoholazijn, zout. Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt : gluten.
3,27016E+12;TRUE;8,71115E+12;Mini-bladerdeeghapjes met zonnige smaken;mini-feuilletes saveurs du soleil;Picard 30 mini bladerdeeg hapjes;CE Picard 30 mini bladerdeeghapjes 360g;"Ingrediënten: 
              TARWEmeel [TARWEmeel (GLUTEN), TARWEGLUTEN], water, boter 14,2% (MELK), gepekelde zwarte olijven 6,6% (zwarte olijven, water, zout, stabilisator : ijzergluconaat),- tomatenpuree 4,9%, geitenkaas 4,8% (MELK), spinazie 4%, ricotta 3,7% [wei (MELK), MELK, voedingszuren : citroenzuur, melkzuur], bereiding voor bechamelsauspoeder [wei (MELK), gemodificeerd aardappelzetmeel, lactose (MELK), magereMELKpoeder, roompoeder (MELK), TARWEmeel (GLUTEN), zout, peper, nootmuskaat], geraspte emmentaler (MELK ; Nederland), mozzarella 1,1% (MELK, zout, melkzuurferment, stremsel, zuurteregelaar : citroenzuur), gemodificeerd aardappelzetmeel, zout, heelEIpoeder, gepekelde kappertjes (kappertjes, water, alcoholazijn, zout), extra olijfolie, bamboevezel, chiazaad (Salvia hispanica) 0,2%, basilicum, natuurlijk aroma (bevat MELK), lactose (MELK) en MELKeiwitten, stabilisatoren (hydroxypropylmethylcellulose, guargom), roompoeder (MELK), peper, oregano.



Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt : schaaldieren, vis, noten, selderij, mosterd, sesam, weekdieren."
3,27016E+12;TRUE;8,71115E+12;Mini-worstenbroodjes diepgevroren;Miniworstenbroodjes;Picard 20 Mini worstenbrood;Picard 20 Mini worstenbroodjes 330g;"Ingrediënten: Straatsburger worst 36,2% [varkensvlees (oorsprong: EU), water, conserveermiddel: kaliumlactaat, zout, lactose (MELK), aardappelvezels, specerijen, aromatische kruiden, antioxidant: natriumerythorbaat], TARWEmeel (GLUTEN), water, boter (MELK) 10,5%, MOSTERD 6% [water, MOSTERDzaad, alcoholazijn, zout], verse room (MELK) 0,8%, EI afkomstig van vrije-uitloopkippen (poeder), maanzaad 0,5%, zout, TARWEGLUTEN, lactose (MELK), roompoeder (MELK), MELKeiwitten.
Product verwerkt in een bedrijf waar de volgende zaken worden gebruikt: schaaldieren, vis, noten, selderij, sesam en weekdieren.
"
3,27016E+12;TRUE;8,71115E+12;2 quiches lorraines;2 quiches lorraines;Picard 2 quiche lorraines;CE Picard 2 quiche lorraines 360g;"Ingrediënten: 
              TARWEmeel (GLUTEN), MELK, verse room 12,3% (MELK), EI van kippen met vrije uitloop 10,8% (vloeibaar, vers) emmentaler 10,1% (Frankrijk, Nederland, bevat MELK), gekookte superieure ham 8,1% [varkensvlees (oorsprong: Frankrijk*), zout, glucosestroop van tarwe en/of mais, tarwe en/of  maïsdextrose, antioxidant: natriumascorbaat, conserveermiddel: natriumnitriet], boter 7,8% (MELK), gerookt spek 7% [varkensspek (oorsprong: Frankrijk*), water, zout, glucosestroop van tarwe en/of maïs, voedingszuur: natriumacetaat, antioxidant: natriumerythorbaat, conserveermiddel: natriumnitriet], water, rijstroom, zout, peper, peperextract, nootmuskaat. Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt: selderij, mosterd."
3,27016E+12;TRUE;8,71115E+12;mini cheeseburgers;cheeseburgers mini;Picard 10 mini cheeseburger;Picard 10 mini cheeseburger;Ingrediënten:  Gebakken gekruid vlees [rundvlees (Oorsprong: Frankrijk*) 27,8%, zout, peper], TARWEmeel (GLUTEN), ketchup 15,1% [tomaat, azijn, suiker, zout, extract van specerijen en kruiden (bevat SELDERIJ), specerijen], water, gesmolten cheddar 10,9% [cheddar  en andere kazen (MELK), MELKeiwitten, boter (MELK), water, verdikkingsmiddelen (xanthaangom, Johannesbroodpitmeel), natuurlijke kleurstoffen (carotenoïden, paprikaextract)], gedehydrateerde ui gebakken in zonnebloemolie, mayonaise saus [water, koolzaadolie, gepasteuriseerd vloeibaar EIeel, Dijon-MOSTERD (water, MOSTERDzaad, azijn, zout, antioxidant : kaliumdiSULFIET, zuurteregelaar : citroenzuur), gemodificeerd maïs- en aardappelzetmeel, suiker, geconcentreerd citroensap (conserveermiddel : kaliumdiSULFIET), rode wijnazijn (conserveermiddel : natriumbiSULFIET), verdikkingsmiddelen (xanthaangom, Johannesbroodpitmeel), zout, natuurlijke kleurstof : luteïne, peper], suiker, SESAMzaad 1,8%, broodverbeteraar [TARWEbloem (GLUTEN), bonenmeel, emulgatoren (natriumstearoyl-2-lactylaat, mono- en diglyceriden van plantaardige vetzuren), meelverbeteraar : 
3,27016E+12;TRUE;8,71115E+12;mini-quiches;Mini-quiches;Picard 15 mini-quiches;CE Picard 15 mini-quiches 270g;"Ingrediënten: 
              TARWEmeel (GLUTEN), ingedikte hafvolle MELK (MELK, getransformeerd maïszetmeel), boter (MELK) 10,7%, vers EI (vloeibaar gepasteuriseerd) 9,1%, vloeibare room (MELK) 6,2%, water, geitenkaas (MELK) 5,4%, voorgebakken ui (ui 4,7%, olijfolie, zout, voedingszuur: citroenzuur), uiencompote met Xeresazijn 4,9% [ui, water, halfgezouten boter (MELK), suiker, karamel, Xeresazijn (bevat sulfieten), getransformeerd maïszetmeel], geraspte emmenthaler (Frankrijk, Nederland, Duitsland; bevat MELK) 2,8%, gerookt gebakken spek 2,2% [varkensborst (herkomst: Frankrijk*), water, zout, tarwedextrose, voedingszuur : natriumacetaat, antioxidant : natriumerythorbaat, bewaarmiddel: natriumnitriet], gerookte zalm (VIS) 1,9%, bleu (bevat MELK) 1,7%, tomaat 1,7%, kwark (MELK), prei 1,3%, gerookte zalm (VIS) 1%, halfgedroogde tomaat 0,6%, spinazie, zout, bereiding met basilicum 0,5% [koolzaadolie, basilicum, extra vierge olijfolie, kaas (bevat MELK), look, zout], ambachtelijke MOSTERD [alcoholazijn, MOSTERDzaad, water, zout, voedingszuur: citroenzuur, kruiden (waaronder SELDERIJ)], TARWE vezel (GLUTEN), basilicum, Parmigiano Reggiano BOB** (bevat MELK), citroenzuur, pijnboompit, look, peterselie, tijm, meelverbeteraar: L-cysteïne, zwarte peper, nootmuskaat. *Afkomstig van dieren die geboren, gehouden en geslacht zijn in Frankrijk. Product geproduceerd in een werkruimte waar ook het volgende wordt gebruikt : schaaldieren, soja, noten, sulfieten, weekdieren."
3,27016E+12;TRUE;8,71115E+12;Tarwedeeg 36,3% gevuld met groenten 54,5% met sojasaus 9%, diepgevroren.;gyoza groenten;Picard gyoza groenten 220g;Picard gyoza groenten 220g;"Ingrediënten: Gyoza met groenten 200g: TARWEmeel (GLUTEN), water, yam 12,1%, kool 9,3%, zwarte champignon 8,6%, wortel 7,4%, TARWE-eiwit [TARWE-eiwit (GLUTEN), TARWEmeel (GLUTEN), natriumcarbonaat], bieslook, zonnebloemolie, rietsuiker, SOJAsaus [water, SOJAboon, zout, TARWEmeel (GLUTEN)], koriander, tapiocameel, zout, look, gefrituurde look (look, zonnebloemolie), rode peper, rijsmiddel (difosfaten, natriumcarbonaten, tapiocazetmeel), peper. 
Sojasaus 20g: SOJAsaus 30% [SOJA, zout, TARWE (GLUTEN), water, suiker], rietsuiker, azijn, water, zout, gember 2%, kruidnagel. 
Product verwerkt in een bedrijf waar de volgende zaken worden gebruikt: ei."
8,71891E+12;TRUE;8,71117E+12;Satésauspasta;Satesaus;AH Saté;AH Satepasta 6x500g;"Ingrediënten: 48% pinda, suiker, water, azijn, gehydrolyseerd soja-eiwit, gemodificeerd maïszetmeel, sojaboon, specerijen, zout, weipoeder, tarwe, rode chilipeper, gekaramelliseerde suiker, conserveermiddel (kaliumsorbaat [E202], benzoëzuur [E210]), raapolie, voedingszuur (azijnzuur [E260]).
Waarvan toegevoegde suikers 11g per 100 gram en waarvan toegevoegd zout 0.59g per 100 gram"
87232424;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij, alcoholarm bier;Brand weizen 0.0;BRAND WEIZEN 0.0% 30 CL FLES;Ingrediënten: water, GERSTEMOUT, TARWEMOUT, hopextract, stabilisator: acaciagom, natuurlijke aroma's
87232479;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij, alcoholarm bier;Brand IPA 0.0%;BRAND IPA 0.0% 30 CL FLES;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, suiker, hop, hopextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrije bier mixdrank;Alcoholvrij, alcoholarm bier;Amstel radler 0.0;AMSTEL RADLER 0.0% 33 CL BLIK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, suiker, vruchtensap 5% uit concentraat (citroensap 2,7%, sinaasappelsap, limoensap, acerolasap), hop, hopextract, geconcentreerd citroenextract, natuurlijk aroma, stabilisator: johannesbroodpitmeel, citroengrasextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrije bier mixdrank;Alcoholvrij, alcoholarm bier;Amstel radler 0.0;AMSTEL RADLER 0.0% 6X33 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, suiker, vruchtensap 5% uit concentraat (citroensap 2,7%, sinaasappelsap, limoensap, acerolasap), hop, hopextract, geconcentreerd citroenextract, natuurlijk aroma, stabilisator: johannesbroodpitmeel, citroengrasextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrije bier mixdrank;Alcoholvrij, alcoholarm bier;Amstel radler 0.0;AMSTEL RADLER 0.0% 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, suiker, vruchtensap 5% uit concentraat (citroensap 2,7%, sinaasappelsap, limoensap, acerolasap), hop, hopextract, geconcentreerd citroenextract, natuurlijk aroma, stabilisator: johannesbroodpitmeel, citroengrasextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrije bier mixdrank;Alcoholvrij, alcoholarm bier;Amstel radler 0.0;AMSTEL RADLER 0.0% 30 CL FLES;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, suiker, vruchtensap 5% uit concentraat (citroensap 2,7%, sinaasappelsap, limoensap, acerolasap), hop, hopextract, geconcentreerd citroenextract, natuurlijk aroma, stabilisator: johannesbroodpitmeel, citroengrasextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 33 CL BLIK;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 6X33 CL MULTIPACK;Ingredienten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 25 CL FLES;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 30 CL FLES;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 6X25 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 12X25 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% 25 CL FLES;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrije bier mixdrank;Alcoholvrij, alcoholarm bier;Amstel radler fris 0.0;AMSTEL RADLER FRIS 0.0% 33 CL BLIK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, vruchtensap 4% uit concentraat (citroensap 3%, sinaasappelsap, acerolasap, limoensap), hop, hopextract, sinaasappelextract, natuurlijke aroma's, zoetstof: steviolglycosiden (stevia), stabilisator: johannesbroodpitmeel.
8,712E+12;TRUE;8,712E+12;Alcoholvrije bier mixdrank;Alcoholvrij, alcoholarm bier;Amstel radler fris 0.0;AMSTEL RADLER FRIS 0.0% 6X33 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, vruchtensap 4% uit concentraat (citroensap 3%, sinaasappelsap, acerolasap, limoensap), hop, hopextract, sinaasappelextract, natuurlijke aroma's, zoetstof: steviolglycosiden (stevia), stabilisator: johannesbroodpitmeel.
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% COOLCAN 33 CL BLIK;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0%;HEINEKEN 0.0% COOLCAN 6X33 CL;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Bier;Alcoholvrij, alcoholarm bier;Heineken 0.0;HEINEKEN 0.0% 8 L FUST BLADE;Ingrediënten: water, GERSTEMOUT, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;;Alcoholvrij, alcoholarm bier;;HEINEKEN 0.0% 24x30 CL KRAT;
8,712E+12;TRUE;8,712E+12; Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Affligem blond 0.0%;AFFLIGEM BLOND 0.0% 6X30 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosestroop, suiker, hop, natuurlijk aroma, hopextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Affligem blond 0.0%;AFFLIGEM BLOND 0.0% 30 CL RETOURFLES;Ingrediënten: water, GERSTEMOUT ,glucosestroop, suiker, hop, natuurlijke aroma's, hopextract.
8,712E+12;TRUE;8,712E+12;alcoholvrij bier;Alcoholvrij, alcoholarm bier;Desperados Virgin 0.0%;DESPERADOS VIRGIN 0.0% 33CL FLES;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, natuurlijke aroma's, zuurteregelaar: citroenzuur.
8,712E+12;TRUE;8,712E+12;alcoholvrij bier;Alcoholvrij, alcoholarm bier;Desperados Virgin 0.0%;DESPERADOS VIRGIN 0.0% 6x33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hopextract, natuurlijke aroma's, zuurteregelaar: citroenzuur.
8,712E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij, alcoholarm bier;Affligem Blond 0.0%;AFFLIGEM BLOND 0.0% 6X33 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hop, natuurlijke aroma's, hopextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij, alcoholarm bier;Affligem blond 0.0%;AFFLIGEM BLOND 0.0% 33 CL BLIK;Ingrediënten: water, GERSTEMOUT, glucosesiroop, suiker, hop, natuurlijke aroma's, hopextract.
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Affligem belgisch wit 0.0%;AFFLIGEM BELGISCH WIT 0.0% 30 CL RETOURFLES;Ingrediënten: water, GERSTEMOUT, TARWE, kruiden (koriander, sinaasappelschil), natuurlijke aroma's, gist, hop, hopextract.
8,712E+12;TRUE;8,712E+12; Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Affligem belgisch wit 0.0%;AFFLIGEM BELGISCH WIT 0.0% 6X30 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, TARWE, kruiden (koriander, sinaasappelschil, natuurlijke aroma's, gist, hop, hopextract.
8,712E+12;TRUE;8,712E+12;alcoholvrije cider;Cider;Apple Bandit juicy apple 0.0%;APPLE BANDIT CIDER JUICY APPLE 0.0% 30 CL FLES;Ingrediënten: koolzuurhoudend water, appelsap uit concentraat (26%), suiker, zuurteregelaar: appelzuur, kleurstof: karamel, antioxidant: SULFIET, natuurlijke aroma's, 
8,712E+12;TRUE;8,712E+12;alcoholvrije cider;Cider;Apple Bandit juicy apple 0.0%;APPLE BANDIT CIDER JUICY APPLE 0.0% 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, appelsap uit concentraat (26%), suiker, zuurteregelaar: appelzuur, kleurstof: karamel, antioxidant: SULFIET, natuurlijke aroma's, 
8,712E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij bier;Amstel 0.0;AMSTEL 0.0% 33 CL BLIK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hop, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij bier;Amstel 0.0;AMSTEL 0.0% 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hop, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij bier;Amstel 0.0;AMSTEL 0.0% 30 CL FLES;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hop, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij bier;Amstel 0.0;AMSTEL 0.0% 6X 33 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hop, hopextract, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Birra Moretti Zero;BIRRA MORETTI ZERO 30 CL FLES;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hopextract, hop, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Birra Moretti Zero;BIRRA MORETTI ZERO 33 CL BLIK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hopextract, hop, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Birra Moretti Zero;BIRRA MORETTI ZERO 6X30 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hopextract, hop, natuurlijke aroma's
8,712E+12;TRUE;8,712E+12;Alcoholvrij Bier;Alcoholvrij, alcoholarm bier;Birra Moretti Zero;BIRRA MORETTI ZERO 6X33 CL MULTIPACK;Ingrediënten: koolzuurhoudend water, GERSTEMOUT, hopextract, hop, natuurlijke aroma's
8,7232E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij, alcoholarm bier;Brand weizen 0.0;BRAND WEIZEN 0.0% 6X30 CL MULTIPACK;Ingrediënten: water, GERSTEMOUT, TARWEMOUT, hopextract, stabilisator: acaciagom, natuurlijke aroma's
8,7232E+12;TRUE;8,712E+12;Alcoholvrij bier;Alcoholvrij, alcoholarm bier;Brand IPA 0.0%;BRAND IPA 0.0% 6X30 CL MULTIPACK;Ingrediënten: natuurlijk mineraalwater, GERSTEMOUT, suiker, hop, hopextract.
8,712E+12;TRUE;8,712E+12;Biologisch alcoholvrij bier;Budels Malty Dark 0,0%;Budels Malty 0,0% Dark;Budels Malty Dark 0,0% 6x30cl.;"Ingrediënten: water, GERSTEmout*, hop*
*= van biologische oorsprong"
8,712E+12;TRUE;8,712E+12;Biologisch alcoholvrij bier;Bier;Budels Malt 0,0%;Budels Malt Bio 0,0% 6x30cl.;"Ingrediënten: water, GERSTEmout*, hop*
*= van biologische oorsprong"
8,712E+12;TRUE;8,712E+12;Biologische alcoholvrije biermixdrank;Bier;Budels Radler Bio 0,0%;Budels Radler Bio 0,0% 30cl.;"Ingrediënten: Koolzuurhoudend water, GERSTEmout*, hop*, suiker*, gist, citroen uit citroenconcentraat (2%), citroensap*, johannesbroodpitmeel*.
*= biologisch oorsprong"
8,712E+12;TRUE;8,712E+12;Budels;Bier;Budels Radler 0,0%;Budels Radler Bio 0,0% 6x30cl.;"Ingrediënten; koolzuurhoudend water, GERSTEmout*, hop*, suiker*, gist, citroen uit concentraat (2%)*, citroensap*, johannesbroodpitmeel*
* = van Biologische oorsprong"
8,712E+12;TRUE;8,712E+12;Biologisch alcoholvrij bier;Alcoholvrij bier;Budels Malty Dark 0,0%;Budels Malty Dark 0,0% fles 30cl.;"Ingrediënten: water, GERSTEmout*, hop*.
* = van biologische oorsprong"
8,71221E+12;TRUE;8,71221E+12;;Mondspray mint/menthol;;CB12® Mondspray mint/menthol 15milliliter;
8,71221E+12;TRUE;8,71221E+12;;mondverzorgingsmiddel white;CB12® mondverzorgingsmiddel white zachte pepermuntsmaak 250milliliter;CB12® mondverzorgingsmiddel white zachte pepermuntsmaak 250milliliter;Bevat 0,05% natriumfluoride.
8,71221E+12;TRUE;8,71221E+12;;desinfectiepleisters;Betadine® desinfectiepleisters 10stuks;Betadine® desinfectiepleisters 10stuks;
8,71221E+12;TRUE;8,71221E+12;;desinfectiepleisters;Betadine® desinfectiepleisters 100mg/g povidon jodium 20stuks;Betadine® desinfectiepleisters 100mg/g povidon jodium 20stuks;
8,71221E+12;TRUE;8,71221E+12;;mondverzoringsmiddel sensitive;;CB12® mondverzoringsmiddel sensitive menthol 250milliliter;Bevat 0,05% natriumfluoride.
8,00109E+12;TRUE;8,71242E+12;;Inlegkruisjes;Always Dailies Singles Inlegkruisjes TO GO 20CT;Always Dailies Singles Inlegkruisjes TO GO 20CT;
8,00654E+12;TRUE;8,71242E+12;;Wasmiddel.;Lenor All-in-1 Pods Wasmiddel Gold Orchid 10CT;Lenor Allin1 PODS Wascapsules Wasmiddel 10 Wasbeurten, Gold Orchid, Beker/kuipje;
